Package,TaskView,,,,,
htmltools,ReproducibleResearch,,,,,
HTMLUtils,ReproducibleResearch,,,,,
humanFormat,ReproducibleResearch,,,,,
hwriter,ReproducibleResearch,,,,,
kfigr,ReproducibleResearch,,,,,
Kmisc,ReproducibleResearch,,,,,
knitcitations,ReproducibleResearch,,,,,
knitLatex,ReproducibleResearch,,,,,
knitræ(core),ReproducibleResearch,,,,,
latex2exp,ReproducibleResearch,,,,,
lazyWeave,ReproducibleResearch,,,,,
lubridate,ReproducibleResearch,,,,,
markdown,ReproducibleResearch,,,,,
memisc,ReproducibleResearch,,,,,
miniCRAN,ReproducibleResearch,,,,,
NMOF,ReproducibleResearch,,,,,
odfWeave,ReproducibleResearch,,,,,
odfWeave.survey,ReproducibleResearch,,,,,
packrat,ReproducibleResearch,,,,,
pander,ReproducibleResearch,,,,,
papeR,ReproducibleResearch,,,,,
prettyunits,ReproducibleResearch,,,,,
quantreg,ReproducibleResearch,,,,,
R.cache,ReproducibleResearch,,,,,
R.rsp,ReproducibleResearch,,,,,
R2HTMLæ(core),ReproducibleResearch,,,,,
R2PPT,ReproducibleResearch,,,,,
R2wd,ReproducibleResearch,,,,,
rapport,ReproducibleResearch,,,,,
rbundler,ReproducibleResearch,,,,,
RefManageR,ReproducibleResearch,,,,,
ReporteRs,ReproducibleResearch,,,,,
reporttools,ReproducibleResearch,,,,,
resumer,ReproducibleResearch,,,,,
rmarkdown,ReproducibleResearch,,,,,
rmsæ(core),ReproducibleResearch,,,,,
rprintf,ReproducibleResearch,,,,,
rtf,ReproducibleResearch,,,,,
SortableHTMLTables,ReproducibleResearch,,,,,
sparktex,ReproducibleResearch,,,,,
stargazer,ReproducibleResearch,,,,,
suRtex,ReproducibleResearch,,,,,
SweaveListingUtils,ReproducibleResearch,,,,,
tables,ReproducibleResearch,,,,,
TeachingSampling,ReproducibleResearch,,,,,
texreg,ReproducibleResearch,,,,,
tikzDevice,ReproducibleResearch,,,,,
tth,ReproducibleResearch,,,,,
tufterhandout,ReproducibleResearch,,,,,
xtableæ(core),ReproducibleResearch,,,,,
ztable,ReproducibleResearch,,,,,
covRobust,Robust,,,,,
coxrobust,Robust,,,,,
distr,Robust,,,,,
drgee,Robust,,,,,
FRB,Robust,,,,,
georob,Robust,,,,,
GSE,Robust,,,,,
lqmm,Robust,,,,,
MASSæ(core),Robust,,,,,
mblm,Robust,,,,,
multinomRob,Robust,,,,,
mvoutlier,Robust,,,,,
OutlierDC,Robust,,,,,
OutlierDM,Robust,,,,,
quantreg,Robust,,,,,
RandVar,Robust,,,,,
rgam,Robust,,,,,
roahd,Robust,,,,,
RobAStBase,Robust,,,,,
robcor,Robust,,,,,
robeth,Robust,,,,,
robfilter,Robust,,,,,
RobLox,Robust,,,,,
RobLoxBioC,Robust,,,,,
RobPer,Robust,,,,,
RobRex,Robust,,,,,
RobRSVD,Robust,,,,,
robumeta,Robust,,,,,
robustæ(core),Robust,,,,,
RobustAFT,Robust,,,,,
robustbaseæ(core),Robust,,,,,
robustDA,Robust,,,,,
robustgam,Robust,,,,,
robustlmm,Robust,,,,,
robustloggamma,Robust,,,,,
robustreg,Robust,,,,,
robustX,Robust,,,,,
ROptEst,Robust,,,,,
ROptRegTS,Robust,,,,,
rorutadis,Robust,,,,,
rrcovæ(core),Robust,,,,,
rrcovHD,Robust,,,,,
rrcovNA,Robust,,,,,
rsig,Robust,,,,,
RSKC,Robust,,,,,
sandwich,Robust,,,,,
ssmrob,Robust,,,,,
TEEReg,Robust,,,,,
wle,Robust,,,,,
WRS2,Robust,,,,,
acepack,SocialSciences,,,,,
Amelia,SocialSciences,,,,,
aod,SocialSciences,,,,,
arm,SocialSciences,,,,,
betareg,SocialSciences,,,,,
biglm,SocialSciences,,,,,
BMA,SocialSciences,,,,,
bootæ(core),SocialSciences,,,,,
bootstrap,SocialSciences,,,,,
brglm,SocialSciences,,,,,
caræ(core),SocialSciences,,,,,
catspec,SocialSciences,,,,,
class,SocialSciences,,,,,
demography,SocialSciences,,,,,
dispmod,SocialSciences,,,,,
dr,SocialSciences,,,,,
effectsæ(core),SocialSciences,,,,,
elrm,SocialSciences,,,,,
ergm,SocialSciences,,,,,
exactLoglinTest,SocialSciences,,,,,
forward,SocialSciences,,,,,
gamæ(core),SocialSciences,,,,,
gee,SocialSciences,,,,,
geepack,SocialSciences,,,,,
gmodels,SocialSciences,,,,,
gnm,SocialSciences,,,,,
gss,SocialSciences,,,,,
Hmiscæ(core),SocialSciences,,,,,
influence.ME,SocialSciences,,,,,
latentnet,SocialSciences,,,,,
leaps,SocialSciences,,,,,
lme4æ(core),SocialSciences,,,,,
lmeSplines,SocialSciences,,,,,
lmm,SocialSciences,,,,,
lmtestæ(core),SocialSciences,,,,,
locfit,SocialSciences,,,,,
logistf,SocialSciences,,,,,
logmult,SocialSciences,,,,,
lsmeansæ(core),SocialSciences,,,,,
MASSæ(core),SocialSciences,,,,,
Matching,SocialSciences,,,,,
MatchIt,SocialSciences,,,,,
MCMCglmmæ(core),SocialSciences,,,,,
mgcvæ(core),SocialSciences,,,,,
miæ(core),SocialSciences,,,,,
miceæ(core),SocialSciences,,,,,
mitools,SocialSciences,,,,,
mix,SocialSciences,,,,,
mlogit,SocialSciences,,,,,
MNP,SocialSciences,,,,,
multcompæ(core),SocialSciences,,,,,
multgee,SocialSciences,,,,,
multinomRob,SocialSciences,,,,,
multiplex,SocialSciences,,,,,
mvnmle,SocialSciences,,,,,
network,SocialSciences,,,,,
nlmeæ(core),SocialSciences,,,,,
nlstools,SocialSciences,,,,,
nnetæ(core),SocialSciences,,,,,
norm,SocialSciences,,,,,
np,SocialSciences,,,,,
optmatch,SocialSciences,,,,,
PAFit,SocialSciences,,,,,
pan,SocialSciences,,,,,
perturb,SocialSciences,,,,,
PSAgraphics,SocialSciences,,,,,
pscl,SocialSciences,,,,,
quantregæ(core),SocialSciences,,,,,
qvcalc,SocialSciences,,,,,
rmsæ(core),SocialSciences,,,,,
RSiena,SocialSciences,,,,,
sandwichæ(core),SocialSciences,,,,,
simpleboot,SocialSciences,,,,,
sm,SocialSciences,,,,,
sna,SocialSciences,,,,,
spatial,SocialSciences,,,,,
statnet,SocialSciences,,,,,
surveyæ(core),SocialSciences,,,,,
survivalæ(core),SocialSciences,,,,,
vcd,SocialSciences,,,,,
VGAMæ(core),SocialSciences,,,,,
VIM,SocialSciences,,,,,
visreg,SocialSciences,,,,,
Zelig,SocialSciences,,,,,
ade4,Spatial,,,,,
adehabitat,Spatial,,,,,
adehabitatHR,Spatial,,,,,
adehabitatHS,Spatial,,,,,
adehabitatLT,Spatial,,,,,
adehabitatMA,Spatial,,,,,
ads,Spatial,,,,,
akima,Spatial,,,,,
AMOEBA,Spatial,,,,,
ash,Spatial,,,,,
aspace,Spatial,,,,,
automap,Spatial,,,,,
CARBayes,Spatial,,,,,
cartography,Spatial,,,,,
classIntæ(core),Spatial,,,,,
cleangeo,Spatial,,,,,
CompRandFld,Spatial,,,,,
constrainedKriging,Spatial,,,,,
cshapes,Spatial,,,,,
dbmss,Spatial,,,,,
DClusteræ(core),Spatial,,,,,
deldiræ(core),Spatial,,,,,
dggridRæ(core),Spatial,,,,,
diseasemapping,Spatial,,,,,
DSpat,Spatial,,,,,
ecespa,Spatial,,,,,
ExceedanceTools,Spatial,,,,,
fields,Spatial,,,,,
FieldSim,Spatial,,,,,
FRK,Spatial,,,,,
gdalUtils,Spatial,,,,,
gdistance,Spatial,,,,,
gear,Spatial,,,,,
geoaxe,Spatial,,,,,
geojson,Spatial,,,,,
geojsonio,Spatial,,,,,
GEOmap,Spatial,,,,,
geomapdata,Spatial,,,,,
geonames,Spatial,,,,,
geoRæ(core),Spatial,,,,,
geoRglm,Spatial,,,,,
georob,Spatial,,,,,
geospacom,Spatial,,,,,
geosphere,Spatial,,,,,
geospt,Spatial,,,,,
geostatsp,Spatial,,,,,
ggmap,Spatial,,,,,
ggsn,Spatial,,,,,
glmmBUGS,Spatial,,,,,
gmt,Spatial,,,,,
Grid2Polygons,Spatial,,,,,
GriegSmith,Spatial,,,,,
gstatæ(core),Spatial,,,,,
Guerry,Spatial,,,,,
GWmodel,Spatial,,,,,
gwrr,Spatial,,,,,
hdeco,Spatial,,,,,
HSAR,Spatial,,,,,
igraph,Spatial,,,,,
intamap,Spatial,,,,,
ipdw,Spatial,,,,,
landsat,Spatial,,,,,
latticeDensity,Spatial,,,,,
lawn,Spatial,,,,,
lctools,Spatial,,,,,
leafletR,Spatial,,,,,
magclass,Spatial,,,,,
mapdata,Spatial,,,,,
mapmisc,Spatial,,,,,
mapproj,Spatial,,,,,
maps,Spatial,,,,,
maptoolsæ(core),Spatial,,,,,
mapview,Spatial,,,,,
marmap,Spatial,,,,,
MBA,Spatial,,,,,
McSpatial,Spatial,,,,,
micromap,Spatial,,,,,
ModelMap,Spatial,,,,,
ncdf4,Spatial,,,,,
ncf,Spatial,,,,,
ngspatial,Spatial,,,,,
nlme,Spatial,,,,,
OasisR,Spatial,,,,,
OpenStreetMap,Spatial,,,,,
osmar,Spatial,,,,,
pastecs,Spatial,,,,,
PBSmapping,Spatial,,,,,
PBSmodelling,Spatial,,,,,
plotGoogleMaps,Spatial,,,,,
plotKML,Spatial,,,,,
postGIStools,Spatial,,,,,
PReMiuM,Spatial,,,,,
ProbitSpatial,Spatial,,,,,
quickmapr,Spatial,,,,,
ramps,Spatial,,,,,
RandomFieldsæ(core),Spatial,,,,,
rangeMapper,Spatial,,,,,
RArcInfo,Spatial,,,,,
rasteræ(core),Spatial,,,,,
rasterVis,Spatial,,,,,
RColorBreweræ(core),Spatial,,,,,
recmap,Spatial,,,,,
regress,Spatial,,,,,
rgbif,Spatial,,,,,
rgdalæ(core),Spatial,,,,,
rgeosæ(core),Spatial,,,,,
RgoogleMaps,Spatial,,,,,
rgrass7,Spatial,,,,,
RNetCDF,Spatial,,,,,
rpostgis,Spatial,,,,,
RPyGeo,Spatial,,,,,
RQGIS,Spatial,,,,,
RSAGA,Spatial,,,,,
RSurvey,Spatial,,,,,
rtop,Spatial,,,,,
rworldmap,Spatial,,,,,
rworldxtra,Spatial,,,,,
S2sls,Spatial,,,,,
seg,Spatial,,,,,
sfæ(core),Spatial,,,,,
sgeostat,Spatial,,,,,
shapefiles,Spatial,,,,,
shp2graph,Spatial,,,,,
siplab,Spatial,,,,,
smacpod,Spatial,,,,,
smerc,Spatial,,,,,
spæ(core),Spatial,,,,,
spacetimeæ(core),Spatial,,,,,
spacom,Spatial,,,,,
spaMM,Spatial,,,,,
spanel,Spatial,,,,,
sparr,Spatial,,,,,
spatcounts,Spatial,,,,,
spatgraphs,Spatial,,,,,
spatial,Spatial,,,,,
spatial.tools,Spatial,,,,,
spatialCovariance,Spatial,,,,,
SpatialEpi,Spatial,,,,,
SpatialExtremes,Spatial,,,,,
SpatialPosition,Spatial,,,,,
spatialprobit,Spatial,,,,,
spatialsegregation,Spatial,,,,,
SpatialTools,Spatial,,,,,
spatstatæ(core),Spatial,,,,,
spatsurv,Spatial,,,,,
spBayes,Spatial,,,,,
spBayesSurv,Spatial,,,,,
spcosa,Spatial,,,,,
spdepæ(core),Spatial,,,,,
sperrorest,Spatial,,,,,
spgrass6,Spatial,,,,,
spgwr,Spatial,,,,,
sphet,Spatial,,,,,
spind,Spatial,,,,,
splancsæ(core),Spatial,,,,,
splm,Spatial,,,,,
spm,Spatial,,,,,
spmoran,Spatial,,,,,
spsann,Spatial,,,,,
spselect,Spatial,,,,,
spsurvey,Spatial,,,,,
spTimer,Spatial,,,,,
SSN,Spatial,,,,,
starma,Spatial,,,,,
statebins,Spatial,,,,,
Stem,Spatial,,,,,
stplanr,Spatial,,,,,
taRifx,Spatial,,,,,
tgp,Spatial,,,,,
tmap,Spatial,,,,,
trip,Spatial,,,,,
tripack,Spatial,,,,,
tripEstimation,Spatial,,,,,
UScensus2000cdp,Spatial,,,,,
UScensus2000tract,Spatial,,,,,
vardiag,Spatial,,,,,
vec2dtransf,Spatial,,,,,
vegan,Spatial,,,,,
Watersheds,Spatial,,,,,
wkb,Spatial,,,,,
adehabitatLTæ(core),SpatioTemporal,,,,,
animalTrack,SpatioTemporal,,,,,
argosfilter,SpatioTemporal,,,,,
BayesianAnimalTracker,SpatioTemporal,,,,,
BBMM,SpatioTemporal,,,,,
bcpa,SpatioTemporal,,,,,
CARBayesST,SpatioTemporal,,,,,
crawl,SpatioTemporal,,,,,
cshapes,SpatioTemporal,,,,,
ctmcmove,SpatioTemporal,,,,,
ctmm,SpatioTemporal,,,,,
diveMove,SpatioTemporal,,,,,
fishmove,SpatioTemporal,,,,,
FLightR,SpatioTemporal,,,,,
GeoLight,SpatioTemporal,,,,,
googleVis,SpatioTemporal,,,,,
gstatæ(core),SpatioTemporal,,,,,
lgcp,SpatioTemporal,,,,,
lme4,SpatioTemporal,,,,,
M3,SpatioTemporal,,,,,
mkde,SpatioTemporal,,,,,
move,SpatioTemporal,,,,,
moveHMM,SpatioTemporal,,,,,
mvtsplot,SpatioTemporal,,,,,
ncdf4,SpatioTemporal,,,,,
nlme,SpatioTemporal,,,,,
openair,SpatioTemporal,,,,,
pastecs,SpatioTemporal,,,,,
pbdNCDF4,SpatioTemporal,,,,,
plm,SpatioTemporal,,,,,
plotKML,SpatioTemporal,,,,,
RandomFieldsæ(core),SpatioTemporal,,,,,
rasteræ(core),SpatioTemporal,,,,,
rasterVis,SpatioTemporal,,,,,
rgl,SpatioTemporal,,,,,
rmatio,SpatioTemporal,,,,,
RNetCDF,SpatioTemporal,,,,,
rsatscan,SpatioTemporal,,,,,
sf,SpatioTemporal,,,,,
sigloc,SpatioTemporal,,,,,
SimilarityMeasures,SpatioTemporal,,,,,
smam,SpatioTemporal,,,,,
solaR,SpatioTemporal,,,,,
spæ(core),SpatioTemporal,,,,,
spacetimeæ(core),SpatioTemporal,,,,,
spate,SpatioTemporal,,,,,
SpatioTemporal,SpatioTemporal,,,,,
spatstat,SpatioTemporal,,,,,
spBayes,SpatioTemporal,,,,,
sphet,SpatioTemporal,,,,,
splancs,SpatioTemporal,,,,,
splm,SpatioTemporal,,,,,
spTimer,SpatioTemporal,,,,,
stam,SpatioTemporal,,,,,
Stem,SpatioTemporal,,,,,
STMedianPolish,SpatioTemporal,,,,,
stppResid,SpatioTemporal,,,,,
surveillanceæ(core),SpatioTemporal,,,,,
trackeR,SpatioTemporal,,,,,
TrackReconstruction,SpatioTemporal,,,,,
tripæ(core),SpatioTemporal,,,,,
tripEstimation,SpatioTemporal,,,,,
VTrack,SpatioTemporal,,,,,
wildlifeDI,SpatioTemporal,,,,,
xtsæ(core),SpatioTemporal,,,,,
AdapEnetClass,Survival,,,,,
addhazard,Survival,,,,,
AER,Survival,,,,,
aftgee,Survival,,,,,
ahaz,Survival,,,,,
AHR,Survival,,,,,
AIM,Survival,,,,,
APtools,Survival,,,,,
asaur,Survival,,,,,
asbio,Survival,,,,,
aster,Survival,,,,,
aster2,Survival,,,,,
BaSTA,Survival,,,,,
BayesPiecewiseICAR,Survival,,,,,
bayesSurv,Survival,,,,,
BayHaz,Survival,,,,,
BGPhazard,Survival,,,,,
Biograph,Survival,,,,,
BMA,Survival,,,,,
bnnSurvival,Survival,,,,,
boot,Survival,,,,,
bpcp,Survival,,,,,
bshazard,Survival,,,,,
bujar,Survival,,,,,
censReg,Survival,,,,,
CFC,Survival,,,,,
clinfun,Survival,,,,,
cmprskæ(core),Survival,,,,,
cmprskQR,Survival,,,,,
coarseDataTools,Survival,,,,,
coin,Survival,,,,,
compareC,Survival,,,,,
compeir,Survival,,,,,
compound.Cox,Survival,,,,,
concreg,Survival,,,,,
condGEE,Survival,,,,,
condSURV,Survival,,,,,
controlTest,Survival,,,,,
CoxBoost,Survival,,,,,
coxinterval,Survival,,,,,
coxme,Survival,,,,,
Coxnet,Survival,,,,,
coxphf,Survival,,,,,
coxphw,Survival,,,,,
CoxRidge,Survival,,,,,
coxrobust,Survival,,,,,
coxsei,Survival,,,,,
CPE,Survival,,,,,
CPHshape,Survival,,,,,
Cprob,Survival,,,,,
CR,Survival,,,,,
crrp,Survival,,,,,
crrSC,Survival,,,,,
crrstep,Survival,,,,,
crskdiag,Survival,,,,,
currentSurvival,Survival,,,,,
Cyclops,Survival,,,,,
DAAG,Survival,,,,,
dblcens,Survival,,,,,
discSurv,Survival,,,,,
DPpackage,Survival,,,,,
DStree,Survival,,,,,
DTDA,Survival,,,,,
dynpred,Survival,,,,,
dynsurv,Survival,,,,,
ehaæ(core),Survival,,,,,
ELYP,Survival,,,,,
emplik,Survival,,,,,
emplik2,Survival,,,,,
Epi,Survival,,,,,
epiR,Survival,,,,,
etm,Survival,,,,,
exactRankTests,Survival,,,,,
FamEvent,Survival,,,,,
fastpseudo,Survival,,,,,
FHtest,Survival,,,,,
fitdistrplus,Survival,,,,,
flexPM,Survival,,,,,
flexrsurv,Survival,,,,,
flexsurv,Survival,,,,,
frailtyHL,Survival,,,,,
frailtypack,Survival,,,,,
frailtySurv,Survival,,,,,
gamboostMSM,Survival,,,,,
gamlss.cens,Survival,,,,,
gbm,Survival,,,,,
gcerisk,Survival,,,,,
gems,Survival,,,,,
genSurv,Survival,,,,,
glmnet,Survival,,,,,
glmpath,Survival,,,,,
globalboosttest,Survival,,,,,
glrt,Survival,,,,,
gof,Survival,,,,,
GORCure,Survival,,,,,
gss,Survival,,,,,
GSSE,Survival,,,,,
gte,Survival,,,,,
hdnom,Survival,,,,,
ICBayes,Survival,,,,,
ICE,Survival,,,,,
icenReg,Survival,,,,,
ICGOR,Survival,,,,,
icRSF,Survival,,,,,
ICsurv,Survival,,,,,
IDPSurvival,Survival,,,,,
imputeYn,Survival,,,,,
InformativeCensoring,Survival,,,,,
intercure,Survival,,,,,
interval,Survival,,,,,
invGauss,Survival,,,,,
ipdmeta,Survival,,,,,
ipred,Survival,,,,,
isoph,Survival,,,,,
jackknifeKME,Survival,,,,,
JM,Survival,,,,,
JMbayes,Survival,,,,,
joineR,Survival,,,,,
joint.Cox,Survival,,,,,
JointModel,Survival,,,,,
JPSurv,Survival,,,,,
kaps,Survival,,,,,
km.ci,Survival,,,,,
kmc,Survival,,,,,
kmconfband,Survival,,,,,
kmi,Survival,,,,,
KMsurv,Survival,,,,,
landest,Survival,,,,,
lava.tobit,Survival,,,,,
lbiassurv,Survival,,,,,
LearnBayes,Survival,,,,,
LexisPlotR,Survival,,,,,
lmec,Survival,,,,,
locfit,Survival,,,,,
logconcens,Survival,,,,,
LogicReg,Survival,,,,,
LogrankA,Survival,,,,,
logspline,Survival,,,,,
lpc,Survival,,,,,
lsmeans,Survival,,,,,
lss,Survival,,,,,
LTRCtrees,Survival,,,,,
MAMSE,Survival,,,,,
maxstat,Survival,,,,,
mboost,Survival,,,,,
MCMCglmm,Survival,,,,,
MCMCpack,Survival,,,,,
mets,Survival,,,,,
mexhaz,Survival,,,,,
mfp,Survival,,,,,
miCoPTCM,Survival,,,,,
MicSim,Survival,,,,,
MIICD,Survival,,,,,
mixAK,Survival,,,,,
mixPHM,Survival,,,,,
MLEcens,Survival,,,,,
MRsurv,Survival,,,,,
msm,Survival,,,,,
msmtools,Survival,,,,,
msSurv,Survival,,,,,
MST,Survival,,,,,
mstateæ(core),Survival,,,,,
muhazæ(core),Survival,,,,,
multcomp,Survival,,,,,
multipleNCC,Survival,,,,,
mvna,Survival,,,,,
NADA,Survival,,,,,
NestedCohort,Survival,,,,,
NPHMC,Survival,,,,,
NPMLEcmprsk,Survival,,,,,
npsurv,Survival,,,,,
OIsurv,Survival,,,,,
OrdFacReg,Survival,,,,,
OutlierDC,Survival,,,,,
p3state.msm,Survival,,,,,
paf,Survival,,,,,
pamr,Survival,,,,,
parfm,Survival,,,,,
parfm,Survival,,,,,
party,Survival,,,,,
pch,Survival,,,,,
pec,Survival,,,,,
penalized,Survival,,,,,
PenCoxFrail,Survival,,,,,
penMSM,Survival,,,,,
peperr,Survival,,,,,
PermAlgo,Survival,,,,,
PHeval,Survival,,,,,
plac,Survival,,,,,
plsRcox,Survival,,,,,
polspline,Survival,,,,,
popEpi,Survival,,,,,
powerSurvEpi,Survival,,,,,
PReMiuM,Survival,,,,,
prodlim,Survival,,,,,
psbcGroup,Survival,,,,,
pseudo,Survival,,,,,
quantreg,Survival,,,,,
randomForestSRC,Survival,,,,,
ranger,Survival,,,,,
rankhazard,Survival,,,,,
reda,Survival,,,,,
relsurv,Survival,,,,,
reReg,Survival,,,,,
rhosp,Survival,,,,,
riskRegression,Survival,,,,,
risksetROC,Survival,,,,,
rmsæ(core),Survival,,,,,
RobustAFT,Survival,,,,,
ROCt,Survival,,,,,
rpart,Survival,,,,,
rsig,Survival,,,,,
rstpm2,Survival,,,,,
saws,Survival,,,,,
SemiCompRisks,Survival,,,,,
SemiMarkov,Survival,,,,,
SGL,Survival,,,,,
simexaft,Survival,,,,,
SimHaz,Survival,,,,,
simMSM,Survival,,,,,
simPH,Survival,,,,,
SimSCRPiecewise,Survival,,,,,
smcure,Survival,,,,,
SMIR,Survival,,,,,
SmoothHazard,Survival,,,,,
smoothHR,Survival,,,,,
smoothSurv,Survival,,,,,
SMPracticals,Survival,,,,,
spatstat,Survival,,,,,
spatsurv,Survival,,,,,
spBayesSurv,Survival,,,,,
SSRMST,Survival,,,,,
superpc,Survival,,,,,
surv2sampleComp,Survival,,,,,
survAccuracyMeasures,Survival,,,,,
survAUC,Survival,,,,,
survC1,Survival,,,,,
SurvCorr,Survival,,,,,
survexp.fr,Survival,,,,,
survey,Survival,,,,,
Survgini,Survival,,,,,
survIDINRI,Survival,,,,,
survivalæ(core),Survival,,,,,
survivalMPL,Survival,,,,,
survivalROC,Survival,,,,,
survJamda,Survival,,,,,
SurvLong,Survival,,,,,
survminer,Survival,,,,,
survMisc,Survival,,,,,
survPresmooth,Survival,,,,,
SurvRank,Survival,,,,,
SurvRegCensCov,Survival,,,,,
survRM2,Survival,,,,,
survsim,Survival,,,,,
survSNP,Survival,,,,,
SvyNom,Survival,,,,,
TBSSurvival,Survival,,,,,
tdROC,Survival,,,,,
thregI,Survival,,,,,
timeregæ(core),Survival,,,,,
timeROC,Survival,,,,,
tlmec,Survival,,,,,
TP.idm,Survival,,,,,
TPmsm,Survival,,,,,
tpr,Survival,,,,,
TraMineR,Survival,,,,,
TransModel,Survival,,,,,
tranSurv,Survival,,,,,
TSHRC,Survival,,,,,
uniah,Survival,,,,,
uniCox,Survival,,,,,
VGAM,Survival,,,,,
vitality,Survival,,,,,
YPmodel,Survival,,,,,
acp,TimeSeries,,,,,
AER,TimeSeries,,,,,
ArDec,TimeSeries,,,,,
arfima,TimeSeries,,,,,
astsa,TimeSeries,,,,,
autovarCore,TimeSeries,,,,,
BAYSTAR,TimeSeries,,,,,
bentcableAR,TimeSeries,,,,,
BETS,TimeSeries,,,,,
bfast,TimeSeries,,,,,
bigtime,TimeSeries,,,,,
BigVAR,TimeSeries,,,,,
biwavelet,TimeSeries,,,,,
BNPTSclust,TimeSeries,,,,,
boot,TimeSeries,,,,,
BootPR,TimeSeries,,,,,
brainwaver,TimeSeries,,,,,
bspec,TimeSeries,,,,,
bsts,TimeSeries,,,,,
CADFtest,TimeSeries,,,,,
carfima,TimeSeries,,,,,
carx,TimeSeries,,,,,
cents,TimeSeries,,,,,
changepoint,TimeSeries,,,,,
chron,TimeSeries,,,,,
cointReg,TimeSeries,,,,,
CommonTrend,TimeSeries,,,,,
costat,TimeSeries,,,,,
cts,TimeSeries,,,,,
dataseries,TimeSeries,,,,,
dCovTS,TimeSeries,,,,,
depmix,TimeSeries,,,,,
depmixS4,TimeSeries,,,,,
deseasonalize,TimeSeries,,,,,
dLagM,TimeSeries,,,,,
dlm,TimeSeries,,,,,
dlmodeler,TimeSeries,,,,,
dlnm,TimeSeries,,,,,
dse,TimeSeries,,,,,
dtw,TimeSeries,,,,,
dtwclust,TimeSeries,,,,,
dygraphs,TimeSeries,,,,,
dyn,TimeSeries,,,,,
dynlm,TimeSeries,,,,,
dynr,TimeSeries,,,,,
earlywarnings,TimeSeries,,,,,
Ecdat,TimeSeries,,,,,
ecm,TimeSeries,,,,,
ecp,TimeSeries,,,,,
EMD,TimeSeries,,,,,
ensembleBMA,TimeSeries,,,,,
EvalEst,TimeSeries,,,,,
events,TimeSeries,,,,,
expsmooth,TimeSeries,,,,,
factorstochvol,TimeSeries,,,,,
fame,TimeSeries,,,,,
fanplot,TimeSeries,,,,,
FeedbackTS,TimeSeries,,,,,
fGarch,TimeSeries,,,,,
FGN,TimeSeries,,,,,
FitAR,TimeSeries,,,,,
FitARMA,TimeSeries,,,,,
FKF,TimeSeries,,,,,
fma,TimeSeries,,,,,
fNonlinear,TimeSeries,,,,,
ForeCA,TimeSeries,,,,,
forecastæ(core),TimeSeries,,,,,
ForecastComb,TimeSeries,,,,,
forecastHybrid,TimeSeries,,,,,
forecTheta,TimeSeries,,,,,
fpp,TimeSeries,,,,,
fpp2,TimeSeries,,,,,
fracdiff,TimeSeries,,,,,
fractal,TimeSeries,,,,,
fractalrock,TimeSeries,,,,,
freqdom,TimeSeries,,,,,
freqdom.fda,TimeSeries,,,,,
fts,TimeSeries,,,,,
ftsa,TimeSeries,,,,,
funtimes,TimeSeries,,,,,
GAS,TimeSeries,,,,,
gdpc,TimeSeries,,,,,
ggseas,TimeSeries,,,,,
glarma,TimeSeries,,,,,
GMDH,TimeSeries,,,,,
gsarima,TimeSeries,,,,,
gtop,TimeSeries,,,,,
HarmonicRegression,TimeSeries,,,,,
hht,TimeSeries,,,,,
hts,TimeSeries,,,,,
hwwntest,TimeSeries,,,,,
imputeTS,TimeSeries,,,,,
influxdbr,TimeSeries,,,,,
InspectChangepoint,TimeSeries,,,,,
jmotif,TimeSeries,,,,,
KFAS,TimeSeries,,,,,
KFKSDS,TimeSeries,,,,,
kza,TimeSeries,,,,,
locits,TimeSeries,,,,,
lomb,TimeSeries,,,,,
LPStimeSeries,TimeSeries,,,,,
LSTS,TimeSeries,,,,,
ltsa,TimeSeries,,,,,
lubridate,TimeSeries,,,,,
M4comp,TimeSeries,,,,,
mafs,TimeSeries,,,,,
MAPA,TimeSeries,,,,,
mAr,TimeSeries,,,,,
1-Mar,TimeSeries,,,,,
mar1s,TimeSeries,,,,,
MARSS,TimeSeries,,,,,
mclcar,TimeSeries,,,,,
Mcomp,TimeSeries,,,,,
meboot,TimeSeries,,,,,
mFilter,TimeSeries,,,,,
mlVAR,TimeSeries,,,,,
mondate,TimeSeries,,,,,
MSBVAR,TimeSeries,,,,,
MSwM,TimeSeries,,,,,
MTS,TimeSeries,,,,,
multitaper,TimeSeries,,,,,
mvcwt,TimeSeries,,,,,
nets,TimeSeries,,,,,
nlts,TimeSeries,,,,,
nnfor,TimeSeries,,,,,
nonlinearTseries,TimeSeries,,,,,
npst,TimeSeries,,,,,
odpc,TimeSeries,,,,,
opera,TimeSeries,,,,,
orderedLasso,TimeSeries,,,,,
paleoTS,TimeSeries,,,,,
partsm,TimeSeries,,,,,
pastecs,TimeSeries,,,,,
PCA4TS,TimeSeries,,,,,
pcdpca,TimeSeries,,,,,
pdc,TimeSeries,,,,,
pdfetch,TimeSeries,,,,,
pear,TimeSeries,,,,,
perARMA,TimeSeries,,,,,
pomp,TimeSeries,,,,,
portes,TimeSeries,,,,,
prophet,TimeSeries,,,,,
psd,TimeSeries,,,,,
PSF,TimeSeries,,,,,
ptw,TimeSeries,,,,,
Quandl,TimeSeries,,,,,
quantspec,TimeSeries,,,,,
rdatamarket,TimeSeries,,,,,
RGENERATE,TimeSeries,,,,,
Rlibeemd,TimeSeries,,,,,
rmaf,TimeSeries,,,,,
RMAWGEN,TimeSeries,,,,,
robets,TimeSeries,,,,,
robfilter,TimeSeries,,,,,
